Id,SalePrice
1461,125749.43723832599
1462,158539.03976233082
1463,185110.66918721175
1464,194508.71393508452
1465,186279.5821855473
1466,171985.54779496262
1467,175978.61659653735
1468,166029.70453211368
1469,187388.53011614297
1470,123547.02462105527
1471,187175.33309178293
1472,94224.65357465047
1473,94710.8852362877
1474,149746.11017795373
1475,126300.08443350367
1476,382136.06390621746
1477,254855.9146077947
1478,300585.2453984121
1479,282670.9851256518
1480,506237.51453141065
1481,335721.687913674
1482,206493.2829397782
1483,168255.2637268156
1484,167845.8830244361
1485,176490.62332548684
1486,194869.6615221105
1487,343954.1859331935
1488,234355.5009302924
1489,205571.68389783366
1490,228425.26432014097
1491,188053.4814870431
1492,94645.49225551971
1493,178174.1353302705
1494,302680.38994976523
1495,301193.57882016065
1496,236491.79464575846
1497,178965.5778897887
1498,157517.6008837958
1499,158366.1264084765
1500,153452.13029476444
1501,174506.9180664793
1502,153125.46545678173
1503,283528.9358712213
1504,246401.0363312637
1505,231014.30944217462
1506,187775.340506822
1507,238824.99891884276
1508,200644.67098034747
1509,162949.4718904365
1510,146482.7107407272
1511,144874.60683993806
1512,170510.10993204135
1513,133500.57878899548
1514,151903.21715323356
1515,186234.59766149204
1516,147559.72949103793
1517,164729.4053751744
1518,129913.17837954396
1519,216261.7704623394
1520,134430.30255466432
1521,138099.30449494178
1522,170346.5926177263
1523,111660.93755711651
1524,124427.62894058053
1525,125036.85920404727
1526,116872.12204039366
1527,109294.68741203523
1528,128388.17126084662
1529,146049.07129012886
1530,175700.00036291854
1531,107394.42206123639
1532,98438.72840884913
1533,140975.6429143807
1534,119495.0536701192
1535,150719.58224107113
1536,110240.35021322062
1537,61785.0990241107
1538,149634.63831506553
1539,199838.58067537492
1540,88643.02822795617
1541,137298.6526392181
1542,133505.44370098316
1543,205436.84431842944
1544,77872.66404914635
1545,101661.79978571166
1546,126495.6437631759
1547,128561.16914380601
1548,131477.76377345773
1549,113722.0047890412
1550,137680.37099435137
1551,110285.43973813085
1552,138941.0579842874
1553,151583.04757822605
1554,115339.3937255927
1555,175888.43177327688
1556,91500.806270056
1557,105541.84238500269
1558,93023.05189664547
1559,71098.91307343035
1560,139310.54434842293
