Id,SalePrice
1461,124222.92760150057
1462,162912.23398727164
1463,185900.0738736344
1464,197788.06935945016
1465,186383.73667652305
1466,176269.7471164507
1467,177942.3548820587
1468,170828.59279385855
1469,181152.5616157685
1470,128243.14104475024
1471,190223.02899618295
1472,92486.97665908233
1473,94884.33700387852
1474,152396.2675436615
1475,127719.60327595091
1476,383386.26532373246
1477,249062.38504295982
1478,301298.59682611155
1479,272953.3822564975
1480,495451.8109854208
1481,326005.32476040546
1482,198835.42162153145
1483,168463.2315669391
1484,167320.03892159194
1485,176636.2538737545
1486,196653.43495921438
1487,342104.16263331485
1488,231554.13574122786
1489,208412.7444536647
1490,236774.61520630133
1491,181220.57759236338
1492,91421.71643311175
1493,174446.146297504
1494,300498.31355761405
1495,297262.97475313384
1496,240984.09009350973
1497,182927.3071868053
1498,160362.73964519505
1499,158793.58982996136
1500,154927.53866765305
1501,175418.03677824282
1502,153047.43677780216
1503,287580.84049483587
1504,243152.97721421072
1505,232917.0230522899
1506,184646.61697238535
1507,247259.3161053476
1508,202542.66647943846
1509,167661.00586310317
1510,151998.39901010503
1511,145730.26341485677
1512,171231.6482453428
1513,133136.8893067702
1514,153789.36411045276
1515,187259.95656936197
1516,150565.38132209712
1517,160312.893140371
1518,128520.21822618955
1519,212375.32492693857
1520,136802.27567741377
1521,141651.94173999803
1522,174277.39560923318
1523,114257.98053317926
1524,127274.86581466894
1525,122008.03736834395
1526,117569.45578695816
1527,109705.69308599664
1528,134070.4059693427
1529,145245.48121174623
1530,173363.45936616175
1531,108598.1705241062
1532,97685.7905401651
1533,146950.02013666416
1534,117933.78092475413
1535,155536.31322187
1536,109611.10915837488
1537,63606.193203680676
1538,151988.13910430178
1539,206989.77927873016
1540,88715.21527718728
1541,141792.50939150032
1542,133533.427261411
1543,198094.64143705988
1544,77125.6615007129
1545,97030.7767978108
1546,130668.09562956548
1547,130476.76939600786
1548,135134.00525561912
1549,113288.96770634197
1550,135249.14250825273
1551,113538.46226946171
1552,135648.63341042734
1553,151662.9835708968
1554,110381.3239534026
1555,179000.22407424648
1556,98787.52685835958
1557,104337.50154214175
1558,95479.598232276
1559,79078.20825092429
1560,140511.43275808686
1561,125839.11352545
1562,126865.88896237558
1563,120144.57379151673
1564,159149.52204504283
1565,152084.9131279008
1566,249954.55735866557
1567,76615.40448401132
1568,235404.6743997297
1569,134779.3288906339
1570,130609.50057172656
1571,122934.11058048654
1572,144084.28376667612
1573,240506.1715039614
1574,93875.6658450639
1575,227191.32220151467
1576,234688.96764101277
1577,195103.48283478295
1578,140532.99669410786
1579,141449.0964627533
1580,189050.9142332262
1581,150624.56768263134
1582,133770.4581751964
1583,315789.3392026279
1584,229696.1152893883
1585,141433.83489868682
1586,71688.73539288659
1587,91169.33978515278
1588,149847.7624473246
1589,96033.94725590928
1590,127843.34523528429
1591,94854.21945899242
1592,122027.99929756104
1593,130228.31120072592
1594,134356.28633410603
1595,105804.41689496292
1596,238330.87855761175
1597,184905.677331315
1598,193038.89274110083
1599,170136.14752596142
1600,165667.4243380202
1601,65913.69429991764
1602,106168.58531708988
1603,79624.41796171106
1604,276819.6431163139
1605,231415.0316138754
1606,167849.04177825895
1607,146110.43763798612
1608,219548.4620181817
1609,197753.0037902874
1610,163972.2270240816
1611,134585.41817068297
1612,155152.1000293008
1613,149520.43046190415
1614,126603.12210127364
1615,84606.84123872528
1616,71714.50161232668
1617,88990.58130313565
1618,126466.74661099479
1619,132730.87082337926
1620,141389.32323663327
1621,132407.43625326295
1622,143960.47098177805
1623,265211.9639766873
1624,200180.89223072695
1625,121417.19705063038
1626,161990.40949700444
1627,190347.10611299318
1628,289524.34000692464
1629,177490.67230330783
1630,350099.935465805
1631,214522.12051870802
1632,240100.7793975133
1633,170462.70578903062
1634,188662.97364663472
1635,177669.68352081627
1636,159409.221750508
1637,201276.19421420363
1638,197406.31075732372
1639,185691.42502692877
1640,262944.72352184233
1641,190868.6074115255
1642,234055.11441796867
1643,223725.20851988855
1644,229964.5589848801
1645,203532.46908888445
1646,160198.53805440105
1647,156123.6966275867
1648,132673.67216017452
1649,137941.45662126158
1650,115861.29066776112
1651,121447.44789789648
1652,91856.80913465569
1653,94925.58067013886
1654,150656.5299091243
